,방송일자,채널명,프로그램시작시간,프로그램종료시간,프로그램명,방송회차명,프로그램장르소분류명,출연진내용,장르1,장르2,가구평균시청률(%)
2566,20201018,OCN,21,222206,써치,1회,미니시리즈,"장동윤,정수정,문정희",추리,수사,3.25
2567,20201018,OCN,21,222206,써치,1회,미니시리즈,"장동윤,정수정,문정희",추리,수사,3.25
2568,20201018,OCN,22,234009,써치,2회,미니시리즈,"장동윤,정수정,문정희",추리,수사,3.25
2569,20201018,OCN,22,234009,써치,2회,미니시리즈,"장동윤,정수정,문정희",추리,수사,3.25
2570,20201019,KBS2,21,221002,좀비탐정,9회,미니시리즈,"최진혁,박주현,권화운",액션,판타지,2.7
2571,20201019,KBS2,21,221002,좀비탐정,9회,미니시리즈,"최진혁,박주현,권화운",액션,판타지,2.7
2572,20201019,KBS2,22,223709,좀비탐정,9회,미니시리즈,"최진혁,박주현,권화운",액션,판타지,2.7
2573,20201019,KBS2,22,223709,좀비탐정,9회,미니시리즈,"최진혁,박주현,권화운",액션,판타지,2.7
2574,20201019,MBC,21,214958,연애는귀찮지만외로운건싫어,10회,미니시리즈,"지현우,김소은,박건일",로맨스,코미디,0.23333333333333336
2575,20201019,MBC,21,214958,연애는귀찮지만외로운건싫어,10회,미니시리즈,"지현우,김소은,박건일",로맨스,코미디,0.23333333333333336
2576,20201019,MBC,21,214958,연애는귀찮지만외로운건싫어,10회,미니시리즈,"지현우,김소은,박건일",로맨스,코미디,0.23333333333333336
2577,20201019,MBC,21,222045,연애는귀찮지만외로운건싫어,10회,미니시리즈,"지현우,김소은,박건일",로맨스,코미디,0.23333333333333336
2578,20201019,MBC,21,222045,연애는귀찮지만외로운건싫어,10회,미니시리즈,"지현우,김소은,박건일",로맨스,코미디,0.23333333333333336
2579,20201019,MBC,21,222045,연애는귀찮지만외로운건싫어,10회,미니시리즈,"지현우,김소은,박건일",로맨스,코미디,0.23333333333333336
2580,20201019,SBS,22,223357,브람스를좋아하세요,15회,미니시리즈,"박은빈,김민재,김성철",로맨스,,
2581,20201019,SBS,22,230436,브람스를좋아하세요,15회,미니시리즈,"박은빈,김민재,김성철",로맨스,,
2582,20201019,JTBC,21,224816,18어게인,9회,미니시리즈,"김하늘,윤상현,이도현",판타지,로맨스,2.8000000000000003
2583,20201019,JTBC,21,224816,18어게인,9회,미니시리즈,"김하늘,윤상현,이도현",판타지,로맨스,2.8000000000000003
2584,20201019,JTBC,21,224816,18어게인,9회,미니시리즈,"김하늘,윤상현,이도현",판타지,로맨스,2.8000000000000003
2585,20201019,tvN,21,221715,청춘기록,13회,미니시리즈,"박보검,박소담,변우석",로맨스,,6.5
2586,20201019,tvN,21,221715,청춘기록,13회,미니시리즈,"박보검,박소담,변우석",로맨스,,6.5
2587,20201020,KBS2,21,220616,좀비탐정,10회,미니시리즈,"최진혁,박주현,권화운",액션,판타지,2.7
2588,20201020,KBS2,21,220616,좀비탐정,10회,미니시리즈,"최진혁,박주현,권화운",액션,판타지,2.7
2589,20201020,KBS2,22,223827,좀비탐정,10회,미니시리즈,"최진혁,박주현,권화운",액션,판타지,2.7
2590,20201020,KBS2,22,223827,좀비탐정,10회,미니시리즈,"최진혁,박주현,권화운",액션,판타지,2.7
2591,20201020,SBS,22,223624,브람스를좋아하세요,16회,미니시리즈,"박은빈,김민재,김성철",로맨스,,
2592,20201020,SBS,22,230438,브람스를좋아하세요,16회,미니시리즈,"박은빈,김민재,김성철",로맨스,,
2593,20201020,JTBC,21,224352,18어게인,10회,미니시리즈,"김하늘,윤상현,이도현",판타지,로맨스,2.8000000000000003
2594,20201020,JTBC,21,224352,18어게인,10회,미니시리즈,"김하늘,윤상현,이도현",판타지,로맨스,2.8000000000000003
2595,20201020,JTBC,21,224352,18어게인,10회,미니시리즈,"김하늘,윤상현,이도현",판타지,로맨스,2.8000000000000003
2596,20201020,tvN,21,221903,청춘기록,14회,미니시리즈,"박보검,박소담,변우석",로맨스,,6.5
2597,20201020,tvN,21,221903,청춘기록,14회,미니시리즈,"박보검,박소담,변우석",로맨스,,6.5
2598,20201020,OCN,22,230656,써치,1회,미니시리즈,"장동윤,정수정,문정희",추리,수사,3.25
2599,20201020,OCN,22,230656,써치,1회,미니시리즈,"장동윤,정수정,문정희",추리,수사,3.25
2600,20201021,KBS2,21,220247,도도솔솔라라솔,5회,미니시리즈,"고아라,이재욱,김주헌",로맨스,,2.5
2601,20201021,KBS2,21,220247,도도솔솔라라솔,5회,미니시리즈,"고아라,이재욱,김주헌",로맨스,,2.5
2602,20201021,KBS2,22,223517,도도솔솔라라솔,5회,미니시리즈,"고아라,이재욱,김주헌",로맨스,,2.5
2603,20201021,KBS2,22,223517,도도솔솔라라솔,5회,미니시리즈,"고아라,이재욱,김주헌",로맨스,,2.5
2604,20201021,MBC,21,215350,나를사랑한스파이,1회,미니시리즈,"문정혁,유인나,임주환",로맨스,,2.6666666666666665
2605,20201021,MBC,21,215350,나를사랑한스파이,1회,미니시리즈,"문정혁,유인나,임주환",로맨스,,2.6666666666666665
2606,20201021,MBC,21,215350,나를사랑한스파이,1회,미니시리즈,"문정혁,유인나,임주환",로맨스,,2.6666666666666665
2607,20201021,MBC,21,223459,나를사랑한스파이,1회,미니시리즈,"문정혁,유인나,임주환",로맨스,,2.6666666666666665
2608,20201021,MBC,21,223459,나를사랑한스파이,1회,미니시리즈,"문정혁,유인나,임주환",로맨스,,2.6666666666666665
2609,20201021,MBC,21,223459,나를사랑한스파이,1회,미니시리즈,"문정혁,유인나,임주환",로맨스,,2.6666666666666665
2610,20201021,JTBC,21,224209,사생활,5회,미니시리즈,"서현,고경표,김효진",추리,로맨스,1.7
2611,20201021,JTBC,21,224209,사생활,5회,미니시리즈,"서현,고경표,김효진",추리,로맨스,1.7
2612,20201021,tvN,22,234645,구미호뎐,5회,미니시리즈,"이동욱,조보아,김범",판타지,로맨스,5.1000000000000005
2613,20201021,tvN,22,234645,구미호뎐,5회,미니시리즈,"이동욱,조보아,김범",판타지,로맨스,5.1000000000000005
2614,20201021,tvN,22,234645,구미호뎐,5회,미니시리즈,"이동욱,조보아,김범",판타지,로맨스,5.1000000000000005
2615,20201022,KBS2,21,220304,도도솔솔라라솔,6회,미니시리즈,"고아라,이재욱,김주헌",로맨스,,2.5
2616,20201022,KBS2,21,220304,도도솔솔라라솔,6회,미니시리즈,"고아라,이재욱,김주헌",로맨스,,2.5
2617,20201022,KBS2,22,223504,도도솔솔라라솔,6회,미니시리즈,"고아라,이재욱,김주헌",로맨스,,2.5
2618,20201022,KBS2,22,223504,도도솔솔라라솔,6회,미니시리즈,"고아라,이재욱,김주헌",로맨스,,2.5
2619,20201022,MBC,21,215806,나를사랑한스파이,2회,미니시리즈,"문정혁,유인나,임주환",로맨스,,2.6666666666666665
2620,20201022,MBC,21,215806,나를사랑한스파이,2회,미니시리즈,"문정혁,유인나,임주환",로맨스,,2.6666666666666665
2621,20201022,MBC,21,215806,나를사랑한스파이,2회,미니시리즈,"문정혁,유인나,임주환",로맨스,,2.6666666666666665
2622,20201022,MBC,21,223352,나를사랑한스파이,2회,미니시리즈,"문정혁,유인나,임주환",로맨스,,2.6666666666666665
2623,20201022,MBC,21,223352,나를사랑한스파이,2회,미니시리즈,"문정혁,유인나,임주환",로맨스,,2.6666666666666665
2624,20201022,MBC,21,223352,나를사랑한스파이,2회,미니시리즈,"문정혁,유인나,임주환",로맨스,,2.6666666666666665
2625,20201022,JTBC,21,224223,사생활,6회,미니시리즈,"서현,고경표,김효진",추리,로맨스,1.7
2626,20201022,JTBC,21,224223,사생활,6회,미니시리즈,"서현,고경표,김효진",추리,로맨스,1.7
2627,20201022,tvN,22,234636,구미호뎐,6회,미니시리즈,"이동욱,조보아,김범",판타지,로맨스,5.1000000000000005
2628,20201022,tvN,22,234636,구미호뎐,6회,미니시리즈,"이동욱,조보아,김범",판타지,로맨스,5.1000000000000005
2629,20201022,tvN,22,234636,구미호뎐,6회,미니시리즈,"이동욱,조보아,김범",판타지,로맨스,5.1000000000000005
2630,20201023,SBS,22,224027,앨리스,15회,미니시리즈,"김희선,주원,김희선",판타지,,4.933333333333334
2631,20201023,SBS,22,224027,앨리스,15회,미니시리즈,"김희선,주원,김희선",판타지,,4.933333333333334
2632,20201023,SBS,22,224027,앨리스,15회,미니시리즈,"김희선,주원,김희선",판타지,,4.933333333333334
2633,20201023,SBS,22,231522,앨리스,15회,미니시리즈,"김희선,주원,김희선",판타지,,4.933333333333334
2634,20201023,SBS,22,231522,앨리스,15회,미니시리즈,"김희선,주원,김희선",판타지,,4.933333333333334
2635,20201023,SBS,22,231522,앨리스,15회,미니시리즈,"김희선,주원,김희선",판타지,,4.933333333333334
2636,20201024,SBS,22,223817,앨리스,16회,미니시리즈,"김희선,주원,김희선",판타지,,4.933333333333334
2637,20201024,SBS,22,223817,앨리스,16회,미니시리즈,"김희선,주원,김희선",판타지,,4.933333333333334
2638,20201024,SBS,22,223817,앨리스,16회,미니시리즈,"김희선,주원,김희선",판타지,,4.933333333333334
2639,20201024,SBS,22,230629,앨리스,16회,미니시리즈,"김희선,주원,김희선",판타지,,4.933333333333334
2640,20201024,SBS,22,230629,앨리스,16회,미니시리즈,"김희선,주원,김희선",판타지,,4.933333333333334
2641,20201024,SBS,22,230629,앨리스,16회,미니시리즈,"김희선,주원,김희선",판타지,,4.933333333333334
2642,20201024,tvN,21,214447,스타트업,3회,미니시리즈,"배수지,남주혁,김선호",오피스,로맨스,4.0
2643,20201024,tvN,21,214447,스타트업,3회,미니시리즈,"배수지,남주혁,김선호",오피스,로맨스,4.0
2644,20201024,tvN,21,214447,스타트업,3회,미니시리즈,"배수지,남주혁,김선호",오피스,로맨스,4.0
2645,20201024,tvN,21,223641,스타트업,3회,미니시리즈,"배수지,남주혁,김선호",오피스,로맨스,4.0
2646,20201024,tvN,21,223641,스타트업,3회,미니시리즈,"배수지,남주혁,김선호",오피스,로맨스,4.0
2647,20201024,tvN,21,223641,스타트업,3회,미니시리즈,"배수지,남주혁,김선호",오피스,로맨스,4.0
2648,20201024,OCN,21,222254,써치,2회,미니시리즈,"장동윤,정수정,문정희",추리,수사,3.25
2649,20201024,OCN,21,222254,써치,2회,미니시리즈,"장동윤,정수정,문정희",추리,수사,3.25
2650,20201024,OCN,22,233952,써치,3회,미니시리즈,"장동윤,정수정,문정희",추리,수사,3.25
2651,20201024,OCN,22,233952,써치,3회,미니시리즈,"장동윤,정수정,문정희",추리,수사,3.25
2652,20201025,tvN,21,214941,스타트업,4회,미니시리즈,"배수지,남주혁,김선호",오피스,로맨스,4.0
2653,20201025,tvN,21,214941,스타트업,4회,미니시리즈,"배수지,남주혁,김선호",오피스,로맨스,4.0
2654,20201025,tvN,21,214941,스타트업,4회,미니시리즈,"배수지,남주혁,김선호",오피스,로맨스,4.0
2655,20201025,tvN,21,224023,스타트업,4회,미니시리즈,"배수지,남주혁,김선호",오피스,로맨스,4.0
2656,20201025,tvN,21,224023,스타트업,4회,미니시리즈,"배수지,남주혁,김선호",오피스,로맨스,4.0
2657,20201025,tvN,21,224023,스타트업,4회,미니시리즈,"배수지,남주혁,김선호",오피스,로맨스,4.0
2658,20201025,OCN,21,222429,써치,3회,미니시리즈,"장동윤,정수정,문정희",추리,수사,3.25
2659,20201025,OCN,21,222429,써치,3회,미니시리즈,"장동윤,정수정,문정희",추리,수사,3.25
2660,20201025,OCN,22,234210,써치,4회,미니시리즈,"장동윤,정수정,문정희",추리,수사,3.25
2661,20201025,OCN,22,234210,써치,4회,미니시리즈,"장동윤,정수정,문정희",추리,수사,3.25
2662,20201026,KBS2,21,221013,좀비탐정,11회,미니시리즈,"최진혁,박주현,권화운",액션,판타지,2.7
2663,20201026,KBS2,21,221013,좀비탐정,11회,미니시리즈,"최진혁,박주현,권화운",액션,판타지,2.7
2664,20201026,KBS2,22,224246,좀비탐정,11회,미니시리즈,"최진혁,박주현,권화운",액션,판타지,2.7
2665,20201026,KBS2,22,224246,좀비탐정,11회,미니시리즈,"최진혁,박주현,권화운",액션,판타지,2.7
2666,20201026,MBC,21,215500,카이로스,1회,미니시리즈,"신성록,이세영,안보현",판타지,미스터리,2.8000000000000003
2667,20201026,MBC,21,215500,카이로스,1회,미니시리즈,"신성록,이세영,안보현",판타지,미스터리,2.8000000000000003
2668,20201026,MBC,21,215500,카이로스,1회,미니시리즈,"신성록,이세영,안보현",판타지,미스터리,2.8000000000000003
2669,20201026,MBC,21,223428,카이로스,1회,미니시리즈,"신성록,이세영,안보현",판타지,미스터리,2.8000000000000003
2670,20201026,MBC,21,223428,카이로스,1회,미니시리즈,"신성록,이세영,안보현",판타지,미스터리,2.8000000000000003
2671,20201026,MBC,21,223428,카이로스,1회,미니시리즈,"신성록,이세영,안보현",판타지,미스터리,2.8000000000000003
2672,20201026,SBS,22,225024,펜트하우스,1회,미니시리즈,"이지아,김소연,유진",범죄,스릴러,14.2
2673,20201026,SBS,22,225024,펜트하우스,1회,미니시리즈,"이지아,김소연,유진",범죄,스릴러,14.2
2674,20201026,SBS,22,225024,펜트하우스,1회,미니시리즈,"이지아,김소연,유진",범죄,스릴러,14.2
2675,20201026,SBS,22,225024,펜트하우스,1회,미니시리즈,"이지아,김소연,유진",범죄,스릴러,14.2
2676,20201026,SBS,22,230825,펜트하우스,1회,미니시리즈,"이지아,김소연,유진",범죄,스릴러,14.2
2677,20201026,SBS,22,230825,펜트하우스,1회,미니시리즈,"이지아,김소연,유진",범죄,스릴러,14.2
2678,20201026,SBS,22,230825,펜트하우스,1회,미니시리즈,"이지아,김소연,유진",범죄,스릴러,14.2
2679,20201026,SBS,22,230825,펜트하우스,1회,미니시리즈,"이지아,김소연,유진",범죄,스릴러,14.2
2680,20201026,JTBC,21,224426,18어게인,11회,미니시리즈,"김하늘,윤상현,이도현",판타지,로맨스,2.8000000000000003
2681,20201026,JTBC,21,224426,18어게인,11회,미니시리즈,"김하늘,윤상현,이도현",판타지,로맨스,2.8000000000000003
2682,20201026,JTBC,21,224426,18어게인,11회,미니시리즈,"김하늘,윤상현,이도현",판타지,로맨스,2.8000000000000003
2683,20201026,tvN,21,221824,청춘기록,15회,미니시리즈,"박보검,박소담,변우석",로맨스,,6.5
2684,20201026,tvN,21,221824,청춘기록,15회,미니시리즈,"박보검,박소담,변우석",로맨스,,6.5
2685,20201027,KBS2,21,221102,좀비탐정,12회,미니시리즈,"최진혁,박주현,권화운",액션,판타지,2.7
2686,20201027,KBS2,21,221102,좀비탐정,12회,미니시리즈,"최진혁,박주현,권화운",액션,판타지,2.7
2687,20201027,KBS2,22,224422,좀비탐정,12회,미니시리즈,"최진혁,박주현,권화운",액션,판타지,2.7
2688,20201027,KBS2,22,224422,좀비탐정,12회,미니시리즈,"최진혁,박주현,권화운",액션,판타지,2.7
2689,20201027,MBC,21,215628,카이로스,2회,미니시리즈,"신성록,이세영,안보현",판타지,미스터리,2.8000000000000003
2690,20201027,MBC,21,215628,카이로스,2회,미니시리즈,"신성록,이세영,안보현",판타지,미스터리,2.8000000000000003
2691,20201027,MBC,21,215628,카이로스,2회,미니시리즈,"신성록,이세영,안보현",판타지,미스터리,2.8000000000000003
2692,20201027,MBC,21,223111,카이로스,2회,미니시리즈,"신성록,이세영,안보현",판타지,미스터리,2.8000000000000003
2693,20201027,MBC,21,223111,카이로스,2회,미니시리즈,"신성록,이세영,안보현",판타지,미스터리,2.8000000000000003
2694,20201027,MBC,21,223111,카이로스,2회,미니시리즈,"신성록,이세영,안보현",판타지,미스터리,2.8000000000000003
2695,20201027,SBS,22,225103,펜트하우스,2회,미니시리즈,"이지아,김소연,유진",범죄,스릴러,14.2
2696,20201027,SBS,22,225103,펜트하우스,2회,미니시리즈,"이지아,김소연,유진",범죄,스릴러,14.2
2697,20201027,SBS,22,225103,펜트하우스,2회,미니시리즈,"이지아,김소연,유진",범죄,스릴러,14.2
2698,20201027,SBS,22,225103,펜트하우스,2회,미니시리즈,"이지아,김소연,유진",범죄,스릴러,14.2
2699,20201027,SBS,22,231701,펜트하우스,2회,미니시리즈,"이지아,김소연,유진",범죄,스릴러,14.2
2700,20201027,SBS,22,231701,펜트하우스,2회,미니시리즈,"이지아,김소연,유진",범죄,스릴러,14.2
2701,20201027,SBS,22,231701,펜트하우스,2회,미니시리즈,"이지아,김소연,유진",범죄,스릴러,14.2
2702,20201027,SBS,22,231701,펜트하우스,2회,미니시리즈,"이지아,김소연,유진",범죄,스릴러,14.2
2703,20201027,JTBC,21,224616,18어게인,12회,미니시리즈,"김하늘,윤상현,이도현",판타지,로맨스,2.8000000000000003
2704,20201027,JTBC,21,224616,18어게인,12회,미니시리즈,"김하늘,윤상현,이도현",판타지,로맨스,2.8000000000000003
2705,20201027,JTBC,21,224616,18어게인,12회,미니시리즈,"김하늘,윤상현,이도현",판타지,로맨스,2.8000000000000003
2706,20201027,tvN,21,222337,청춘기록,16회,미니시리즈,"박보검,박소담,변우석",로맨스,,6.5
2707,20201027,tvN,21,222337,청춘기록,16회,미니시리즈,"박보검,박소담,변우석",로맨스,,6.5
2708,20201027,OCN,21,225316,써치,3회,미니시리즈,"장동윤,정수정,문정희",추리,수사,3.25
2709,20201027,OCN,21,225316,써치,3회,미니시리즈,"장동윤,정수정,문정희",추리,수사,3.25
2710,20201028,KBS2,21,220448,도도솔솔라라솔,7회,미니시리즈,"고아라,이재욱,김주헌",로맨스,,2.5
2711,20201028,KBS2,21,220448,도도솔솔라라솔,7회,미니시리즈,"고아라,이재욱,김주헌",로맨스,,2.5
2712,20201028,KBS2,22,223535,도도솔솔라라솔,7회,미니시리즈,"고아라,이재욱,김주헌",로맨스,,2.5
2713,20201028,KBS2,22,223535,도도솔솔라라솔,7회,미니시리즈,"고아라,이재욱,김주헌",로맨스,,2.5
2714,20201028,MBC,21,215636,나를사랑한스파이,3회,미니시리즈,"문정혁,유인나,임주환",로맨스,,2.6666666666666665
2715,20201028,MBC,21,215636,나를사랑한스파이,3회,미니시리즈,"문정혁,유인나,임주환",로맨스,,2.6666666666666665
2716,20201028,MBC,21,215636,나를사랑한스파이,3회,미니시리즈,"문정혁,유인나,임주환",로맨스,,2.6666666666666665
2717,20201028,MBC,21,223103,나를사랑한스파이,3회,미니시리즈,"문정혁,유인나,임주환",로맨스,,2.6666666666666665
2718,20201028,MBC,21,223103,나를사랑한스파이,3회,미니시리즈,"문정혁,유인나,임주환",로맨스,,2.6666666666666665
2719,20201028,MBC,21,223103,나를사랑한스파이,3회,미니시리즈,"문정혁,유인나,임주환",로맨스,,2.6666666666666665
2720,20201028,JTBC,21,224151,사생활,7회,미니시리즈,"서현,고경표,김효진",추리,로맨스,1.7
2721,20201028,JTBC,21,224151,사생활,7회,미니시리즈,"서현,고경표,김효진",추리,로맨스,1.7
2722,20201028,tvN,22,235047,구미호뎐,7회,미니시리즈,"이동욱,조보아,김범",판타지,로맨스,5.1000000000000005
2723,20201028,tvN,22,235047,구미호뎐,7회,미니시리즈,"이동욱,조보아,김범",판타지,로맨스,5.1000000000000005
2724,20201028,tvN,22,235047,구미호뎐,7회,미니시리즈,"이동욱,조보아,김범",판타지,로맨스,5.1000000000000005
2725,20201029,KBS2,21,220426,도도솔솔라라솔,8회,미니시리즈,"고아라,이재욱,김주헌",로맨스,,2.5
2726,20201029,KBS2,21,220426,도도솔솔라라솔,8회,미니시리즈,"고아라,이재욱,김주헌",로맨스,,2.5
2727,20201029,KBS2,22,223811,도도솔솔라라솔,8회,미니시리즈,"고아라,이재욱,김주헌",로맨스,,2.5
2728,20201029,KBS2,22,223811,도도솔솔라라솔,8회,미니시리즈,"고아라,이재욱,김주헌",로맨스,,2.5
2729,20201029,MBC,21,215833,나를사랑한스파이,4회,미니시리즈,"문정혁,유인나,임주환",로맨스,,2.6666666666666665
2730,20201029,MBC,21,215833,나를사랑한스파이,4회,미니시리즈,"문정혁,유인나,임주환",로맨스,,2.6666666666666665
2731,20201029,MBC,21,215833,나를사랑한스파이,4회,미니시리즈,"문정혁,유인나,임주환",로맨스,,2.6666666666666665
2732,20201029,MBC,22,223414,나를사랑한스파이,4회,미니시리즈,"문정혁,유인나,임주환",로맨스,,2.6666666666666665
2733,20201029,MBC,22,223414,나를사랑한스파이,4회,미니시리즈,"문정혁,유인나,임주환",로맨스,,2.6666666666666665
2734,20201029,MBC,22,223414,나를사랑한스파이,4회,미니시리즈,"문정혁,유인나,임주환",로맨스,,2.6666666666666665
2735,20201029,JTBC,21,224457,사생활,8회,미니시리즈,"서현,고경표,김효진",추리,로맨스,1.7
2736,20201029,JTBC,21,224457,사생활,8회,미니시리즈,"서현,고경표,김효진",추리,로맨스,1.7
2737,20201029,tvN,22,235005,구미호뎐,8회,미니시리즈,"이동욱,조보아,김범",판타지,로맨스,5.1000000000000005
2738,20201029,tvN,22,235005,구미호뎐,8회,미니시리즈,"이동욱,조보아,김범",판타지,로맨스,5.1000000000000005
2739,20201029,tvN,22,235005,구미호뎐,8회,미니시리즈,"이동욱,조보아,김범",판타지,로맨스,5.1000000000000005
2740,20201030,SBS,22,223203,날아라개천용,1회,미니시리즈,"권상우,배성우,김주현",법정,,4.475
2741,20201030,SBS,22,223203,날아라개천용,1회,미니시리즈,"권상우,배성우,김주현",법정,,4.475
2742,20201030,SBS,22,223203,날아라개천용,1회,미니시리즈,"권상우,배성우,김주현",법정,,4.475
2743,20201030,SBS,22,223203,날아라개천용,1회,미니시리즈,"권상우,배성우,김주현",법정,,4.475
2744,20201030,SBS,22,230515,날아라개천용,1회,미니시리즈,"권상우,배성우,김주현",법정,,4.475
2745,20201030,SBS,22,230515,날아라개천용,1회,미니시리즈,"권상우,배성우,김주현",법정,,4.475
2746,20201030,SBS,22,230515,날아라개천용,1회,미니시리즈,"권상우,배성우,김주현",법정,,4.475
2747,20201030,SBS,22,230515,날아라개천용,1회,미니시리즈,"권상우,배성우,김주현",법정,,4.475
2748,20201031,SBS,22,223352,날아라개천용,2회,미니시리즈,"권상우,배성우,김주현",법정,,4.475
2749,20201031,SBS,22,223352,날아라개천용,2회,미니시리즈,"권상우,배성우,김주현",법정,,4.475
2750,20201031,SBS,22,223352,날아라개천용,2회,미니시리즈,"권상우,배성우,김주현",법정,,4.475
2751,20201031,SBS,22,223352,날아라개천용,2회,미니시리즈,"권상우,배성우,김주현",법정,,4.475
2752,20201031,SBS,22,230650,날아라개천용,2회,미니시리즈,"권상우,배성우,김주현",법정,,4.475
2753,20201031,SBS,22,230650,날아라개천용,2회,미니시리즈,"권상우,배성우,김주현",법정,,4.475
2754,20201031,SBS,22,230650,날아라개천용,2회,미니시리즈,"권상우,배성우,김주현",법정,,4.475
2755,20201031,SBS,22,230650,날아라개천용,2회,미니시리즈,"권상우,배성우,김주현",법정,,4.475
2756,20201031,tvN,21,214704,스타트업,5회,미니시리즈,"배수지,남주혁,김선호",오피스,로맨스,4.0
2757,20201031,tvN,21,214704,스타트업,5회,미니시리즈,"배수지,남주혁,김선호",오피스,로맨스,4.0
2758,20201031,tvN,21,214704,스타트업,5회,미니시리즈,"배수지,남주혁,김선호",오피스,로맨스,4.0
2759,20201031,tvN,21,223628,스타트업,5회,미니시리즈,"배수지,남주혁,김선호",오피스,로맨스,4.0
2760,20201031,tvN,21,223628,스타트업,5회,미니시리즈,"배수지,남주혁,김선호",오피스,로맨스,4.0
2761,20201031,tvN,21,223628,스타트업,5회,미니시리즈,"배수지,남주혁,김선호",오피스,로맨스,4.0
2762,20201031,OCN,21,222129,써치,4회,미니시리즈,"장동윤,정수정,문정희",추리,수사,3.25
2763,20201031,OCN,21,222129,써치,4회,미니시리즈,"장동윤,정수정,문정희",추리,수사,3.25
2764,20201031,OCN,22,234012,써치,5회,미니시리즈,"장동윤,정수정,문정희",추리,수사,3.25
2765,20201031,OCN,22,234012,써치,5회,미니시리즈,"장동윤,정수정,문정희",추리,수사,3.25
2766,20201101,tvN,21,214905,스타트업,6회,미니시리즈,"배수지,남주혁,김선호",오피스,로맨스,4.0
2767,20201101,tvN,21,214905,스타트업,6회,미니시리즈,"배수지,남주혁,김선호",오피스,로맨스,4.0
2768,20201101,tvN,21,214905,스타트업,6회,미니시리즈,"배수지,남주혁,김선호",오피스,로맨스,4.0
2769,20201101,tvN,21,224156,스타트업,6회,미니시리즈,"배수지,남주혁,김선호",오피스,로맨스,4.0
2770,20201101,tvN,21,224156,스타트업,6회,미니시리즈,"배수지,남주혁,김선호",오피스,로맨스,4.0
2771,20201101,tvN,21,224156,스타트업,6회,미니시리즈,"배수지,남주혁,김선호",오피스,로맨스,4.0
2772,20201102,MBC,21,215458,카이로스,3회,미니시리즈,"신성록,이세영,안보현",판타지,미스터리,2.8000000000000003
2773,20201102,MBC,21,215458,카이로스,3회,미니시리즈,"신성록,이세영,안보현",판타지,미스터리,2.8000000000000003
2774,20201102,MBC,21,215458,카이로스,3회,미니시리즈,"신성록,이세영,안보현",판타지,미스터리,2.8000000000000003
2775,20201102,MBC,21,222733,카이로스,3회,미니시리즈,"신성록,이세영,안보현",판타지,미스터리,2.8000000000000003
2776,20201102,MBC,21,222733,카이로스,3회,미니시리즈,"신성록,이세영,안보현",판타지,미스터리,2.8000000000000003
2777,20201102,MBC,21,222733,카이로스,3회,미니시리즈,"신성록,이세영,안보현",판타지,미스터리,2.8000000000000003
2778,20201102,SBS,21,222834,펜트하우스,3회,미니시리즈,"이지아,김소연,유진",범죄,스릴러,14.2
2779,20201102,SBS,21,222834,펜트하우스,3회,미니시리즈,"이지아,김소연,유진",범죄,스릴러,14.2
2780,20201102,SBS,21,222834,펜트하우스,3회,미니시리즈,"이지아,김소연,유진",범죄,스릴러,14.2
2781,20201102,SBS,21,222834,펜트하우스,3회,미니시리즈,"이지아,김소연,유진",범죄,스릴러,14.2
2782,20201102,SBS,22,230424,펜트하우스,3회,미니시리즈,"이지아,김소연,유진",범죄,스릴러,14.2
2783,20201102,SBS,22,230424,펜트하우스,3회,미니시리즈,"이지아,김소연,유진",범죄,스릴러,14.2
2784,20201102,SBS,22,230424,펜트하우스,3회,미니시리즈,"이지아,김소연,유진",범죄,스릴러,14.2
2785,20201102,SBS,22,230424,펜트하우스,3회,미니시리즈,"이지아,김소연,유진",범죄,스릴러,14.2
2786,20201102,JTBC,21,224516,18어게인,13회,미니시리즈,"김하늘,윤상현,이도현",판타지,로맨스,2.8000000000000003
2787,20201102,JTBC,21,224516,18어게인,13회,미니시리즈,"김하늘,윤상현,이도현",판타지,로맨스,2.8000000000000003
2788,20201102,JTBC,21,224516,18어게인,13회,미니시리즈,"김하늘,윤상현,이도현",판타지,로맨스,2.8000000000000003
2789,20201102,tvN,21,221117,산후조리원,1회,미니시리즈,"엄지원,박하선,장혜진",의학,,3.5
2790,20201103,MBC,21,215433,카이로스,4회,미니시리즈,"신성록,이세영,안보현",판타지,미스터리,2.8000000000000003
2791,20201103,MBC,21,215433,카이로스,4회,미니시리즈,"신성록,이세영,안보현",판타지,미스터리,2.8000000000000003
2792,20201103,MBC,21,215433,카이로스,4회,미니시리즈,"신성록,이세영,안보현",판타지,미스터리,2.8000000000000003
2793,20201103,MBC,21,222706,카이로스,4회,미니시리즈,"신성록,이세영,안보현",판타지,미스터리,2.8000000000000003
2794,20201103,MBC,21,222706,카이로스,4회,미니시리즈,"신성록,이세영,안보현",판타지,미스터리,2.8000000000000003
2795,20201103,MBC,21,222706,카이로스,4회,미니시리즈,"신성록,이세영,안보현",판타지,미스터리,2.8000000000000003
2796,20201103,SBS,22,224008,펜트하우스,4회,미니시리즈,"이지아,김소연,유진",범죄,스릴러,14.2
2797,20201103,SBS,22,224008,펜트하우스,4회,미니시리즈,"이지아,김소연,유진",범죄,스릴러,14.2
2798,20201103,SBS,22,224008,펜트하우스,4회,미니시리즈,"이지아,김소연,유진",범죄,스릴러,14.2
